dateTime,ping
26/11/2023 23:34,25.01
26/11/2023 23:34,25.11
26/11/2023 23:34,25.08
26/11/2023 23:34,25.05
26/11/2023 23:34,25.06
26/11/2023 23:34,25.10
26/11/2023 23:34,25.03
26/11/2023 23:34,25.06
26/11/2023 23:34,25.06
26/11/2023 23:34,25.01
26/11/2023 23:34,25.10
26/11/2023 23:34,25.06
26/11/2023 23:34,25.08
26/11/2023 23:34,26.75
26/11/2023 23:35,25.05
26/11/2023 23:35,25.05
26/11/2023 23:35,25.06
26/11/2023 23:35,25.06
26/11/2023 23:35,26.53
26/11/2023 23:35,25.08
26/11/2023 23:35,25.16
26/11/2023 23:35,25.10
26/11/2023 23:35,25.08
26/11/2023 23:35,25.13
26/11/2023 23:35,25.10
26/11/2023 23:35,25.06
26/11/2023 23:35,25.08
26/11/2023 23:35,25.06
26/11/2023 23:35,25.06
26/11/2023 23:35,26.56
26/11/2023 23:35,25.08
26/11/2023 23:35,24.96
26/11/2023 23:35,25.03
26/11/2023 23:35,24.93
26/11/2023 23:35,25.05
26/11/2023 23:35,25.05
26/11/2023 23:35,25.03
26/11/2023 23:35,25.10
26/11/2023 23:35,25.03
26/11/2023 23:35,25.10
26/11/2023 23:35,25.08
26/11/2023 23:35,25.11
26/11/2023 23:35,25.05
26/11/2023 23:35,25.08
26/11/2023 23:35,25.10
26/11/2023 23:35,25.10
26/11/2023 23:35,24.98
26/11/2023 23:35,25.03
26/11/2023 23:35,25.13
26/11/2023 23:35,25.10
26/11/2023 23:35,25.15
26/11/2023 23:35,25.10
26/11/2023 23:35,25.18
26/11/2023 23:35,25.10
26/11/2023 23:35,25.28
26/11/2023 23:35,25.13
26/11/2023 23:35,25.13
26/11/2023 23:35,25.13
26/11/2023 23:35,25.03
26/11/2023 23:35,25.03
26/11/2023 23:35,25.08
26/11/2023 23:35,25.00
26/11/2023 23:35,25.06
26/11/2023 23:35,25.11
26/11/2023 23:36,25.01
26/11/2023 23:36,26.21
26/11/2023 23:36,25.25
26/11/2023 23:36,24.98
26/11/2023 23:36,25.06
26/11/2023 23:36,25.08
26/11/2023 23:36,25.06
26/11/2023 23:36,25.08
26/11/2023 23:36,25.05

26/11/2023 23:36,25.11
26/11/2023 23:36,25.05
26/11/2023 23:36,27.41
26/11/2023 23:36,25.08
26/11/2023 23:36,25.10
26/11/2023 23:36,25.08
26/11/2023 23:36,25.03
26/11/2023 23:36,25.18
26/11/2023 23:36,25.06
26/11/2023 23:36,25.10
26/11/2023 23:36,25.05
26/11/2023 23:36,25.15
26/11/2023 23:36,25.18
26/11/2023 23:36,25.11
26/11/2023 23:36,25.11
26/11/2023 23:36,25.06
26/11/2023 23:36,26.36
26/11/2023 23:36,25.06
26/11/2023 23:36,25.10
26/11/2023 23:36,25.03
26/11/2023 23:36,25.15
26/11/2023 23:36,25.08
26/11/2023 23:36,25.05
26/11/2023 23:36,25.08
26/11/2023 23:36,25.08
26/11/2023 23:36,25.00
26/11/2023 23:36,25.05
26/11/2023 23:36,25.01
26/11/2023 23:36,25.05
26/11/2023 23:36,25.03
26/11/2023 23:36,25.01
26/11/2023 23:37,25.05
26/11/2023 23:37,25.10
26/11/2023 23:37,25.10
26/11/2023 23:37,25.06
26/11/2023 23:37,25.10
26/11/2023 23:37,25.11
26/11/2023 23:37,25.16
26/11/2023 23:37,25.10
26/11/2023 23:37,26.41
26/11/2023 23:37,25.05
26/11/2023 23:37,25.03
26/11/2023 23:37,25.03
26/11/2023 23:37,25.08
26/11/2023 23:37,25.33
26/11/2023 23:37,25.10
26/11/2023 23:37,25.13
26/11/2023 23:37,25.05
26/11/2023 23:37,25.05
26/11/2023 23:37,25.05
26/11/2023 23:37,26.73
26/11/2023 23:37,25.08
26/11/2023 23:37,25.05
26/11/2023 23:37,25.11
26/11/2023 23:37,25.06
26/11/2023 23:37,25.08
26/11/2023 23:37,25.06
26/11/2023 23:37,25.08
26/11/2023 23:37,25.10
26/11/2023 23:37,25.03
26/11/2023 23:37,25.10
26/11/2023 23:37,25.13
26/11/2023 23:37,25.10
26/11/2023 23:37,25.05
26/11/2023 23:37,25.05
26/11/2023 23:37,25.15
26/11/2023 23:37,25.05
26/11/2023 23:37,25.01
26/11/2023 23:37,25.03
26/11/2023 23:37,25.05
26/11/2023 23:37,25.05
26/11/2023 23:37,26.71
26/11/2023 23:37,25.03
26/11/2023 23:37,25.06
26/11/2023 23:37,25.06
26/11/2023 23:37,25.03
26/11/2023 23:37,25.06
26/11/2023 23:37,25.01
26/11/2023 23:37,25.00
26/11/2023 23:37,25.11
26/11/2023 23:37,25.23
26/11/2023 23:38,25.10
26/11/2023 23:38,25.10
26/11/2023 23:38,25.06
26/11/2023 23:38,25.10
26/11/2023 23:38,25.10
26/11/2023 23:38,25.13
26/11/2023 23:38,25.01
26/11/2023 23:38,25.10
26/11/2023 23:38,25.13
26/11/2023 23:38,25.13
26/11/2023 23:38,26.28
26/11/2023 23:38,25.10
26/11/2023 23:38,25.00
26/11/2023 23:38,25.01
26/11/2023 23:38,25.05
26/11/2023 23:38,25.01
26/11/2023 23:38,25.03
26/11/2023 23:38,25.10
26/11/2023 23:38,25.05
26/11/2023 23:38,25.03

26/11/2023 23:38,25.10
26/11/2023 23:38,25.33
26/11/2023 23:38,25.06
26/11/2023 23:38,25.06
26/11/2023 23:39,25.06
26/11/2023 23:39,25.08
26/11/2023 23:39,25.16
26/11/2023 23:39,25.10
26/11/2023 23:39,25.13
26/11/2023 23:39,25.06
26/11/2023 23:39,25.10
26/11/2023 23:39,25.06
26/11/2023 23:39,26.98
26/11/2023 23:39,25.03
26/11/2023 23:39,25.05
26/11/2023 23:39,25.01
26/11/2023 23:39,25.11
26/11/2023 23:39,25.08
26/11/2023 23:39,25.10
26/11/2023 23:39,24.88
26/11/2023 23:39,25.06
26/11/2023 23:39,25.11
26/11/2023 23:39,26.80

26/11/2023 23:39,25.08
26/11/2023 23:39,25.15
26/11/2023 23:39,25.11
26/11/2023 23:39,25.08
26/11/2023 23:39,26.45
26/11/2023 23:39,25.10
26/11/2023 23:39,25.13
26/11/2023 23:39,25.10
26/11/2023 23:39,25.06
26/11/2023 23:39,25.41
26/11/2023 23:39,25.10
26/11/2023 23:39,25.05
26/11/2023 23:39,25.16
26/11/2023 23:39,25.08
26/11/2023 23:39,26.70
26/11/2023 23:39,25.06
26/11/2023 23:39,25.00
26/11/2023 23:39,25.06
26/11/2023 23:39,25.03
26/11/2023 23:39,26.88
26/11/2023 23:39,25.06
26/11/2023 23:39,25.11
26/11/2023 23:40,25.08
26/11/2023 23:40,25.11
26/11/2023 23:40,25.13
26/11/2023 23:40,25.08
26/11/2023 23:40,25.11
26/11/2023 23:40,25.08
26/11/2023 23:40,25.15
26/11/2023 23:40,27.11
26/11/2023 23:40,25.11
26/11/2023 23:40,25.08
26/11/2023 23:40,25.05
26/11/2023 23:40,25.10
26/11/2023 23:40,25.08
26/11/2023 23:40,25.83
26/11/2023 23:40,25.03
26/11/2023 23:40,25.03
26/11/2023 23:40,25.03
26/11/2023 23:40,25.10
26/11/2023 23:40,26.35
26/11/2023 23:40,25.05

26/11/2023 23:40,25.06
26/11/2023 23:40,25.08
26/11/2023 23:40,25.10
26/11/2023 23:40,25.10
26/11/2023 23:40,25.06
26/11/2023 23:40,25.10
26/11/2023 23:40,25.11
26/11/2023 23:40,25.10
26/11/2023 23:40,25.60
26/11/2023 23:40,25.06
26/11/2023 23:40,25.11
26/11/2023 23:40,25.06
26/11/2023 23:40,25.08
26/11/2023 23:40,25.08
26/11/2023 23:40,25.06
26/11/2023 23:40,25.10
26/11/2023 23:40,25.05
26/11/2023 23:40,25.20
26/11/2023 23:40,25.03
26/11/2023 23:40,27.21
26/11/2023 23:41,25.03
26/11/2023 23:41,24.98
26/11/2023 23:41,25.06
26/11/2023 23:41,24.98
26/11/2023 23:41,25.01
26/11/2023 23:41,25.06
26/11/2023 23:41,25.05
26/11/2023 23:41,25.06
26/11/2023 23:41,25.08
26/11/2023 23:41,25.03
26/11/2023 23:41,25.05
26/11/2023 23:41,25.03
26/11/2023 23:41,25.15
26/11/2023 23:41,25.08
26/11/2023 23:41,25.08
26/11/2023 23:41,25.05
26/11/2023 23:41,25.08
26/11/2023 23:41,25.06
26/11/2023 23:41,25.10
26/11/2023 23:41,25.05
26/11/2023 23:41,25.11
26/11/2023 23:41,25.10
26/11/2023 23:41,25.11
26/11/2023 23:41,25.08
26/11/2023 23:41,25.13
26/11/2023 23:41,25.03
26/11/2023 23:41,25.13
26/11/2023 23:41,25.10
26/11/2023 23:41,25.10
26/11/2023 23:41,25.08
26/11/2023 23:41,25.10
26/11/2023 23:41,25.05
26/11/2023 23:41,26.66
26/11/2023 23:41,25.03
26/11/2023 23:41,25.03
26/11/2023 23:41,25.11
26/11/2023 23:41,26.15
26/11/2023 23:41,25.08
26/11/2023 23:41,25.10
26/11/2023 23:41,25.06
26/11/2023 23:41,25.15
26/11/2023 23:41,25.01
26/11/2023 23:41,25.15
26/11/2023 23:41,25.11
26/11/2023 23:41,25.33
26/11/2023 23:41,25.06
26/11/2023 23:41,25.03
26/11/2023 23:41,25.11
26/11/2023 23:41,26.16
26/11/2023 23:42,25.08
26/11/2023 23:42,25.03
26/11/2023 23:42,25.05
26/11/2023 23:42,25.05
26/11/2023 23:42,25.11
26/11/2023 23:42,25.03
26/11/2023 23:42,25.03
26/11/2023 23:42,25.00
26/11/2023 23:42,26.70
26/11/2023 23:42,25.05

26/11/2023 23:42,25.01
26/11/2023 23:42,25.03
26/11/2023 23:42,25.05
26/11/2023 23:42,25.06
26/11/2023 23:42,25.03
26/11/2023 23:42,25.03
26/11/2023 23:42,26.76
26/11/2023 23:42,25.03
26/11/2023 23:42,25.06
26/11/2023 23:42,25.03
26/11/2023 23:42,34.13
26/11/2023 23:42,26.10
26/11/2023 23:42,25.16
26/11/2023 23:42,25.10
26/11/2023 23:42,25.13
26/11/2023 23:42,25.10
26/11/2023 23:42,25.36
26/11/2023 23:42,25.10
26/11/2023 23:42,25.06
26/11/2023 23:42,25.08
26/11/2023 23:42,25.10
26/11/2023 23:42,25.13
26/11/2023 23:42,25.16
26/11/2023 23:42,25.11
26/11/2023 23:42,25.10
26/11/2023 23:42,25.08
26/11/2023 23:42,25.03
26/11/2023 23:42,25.11

26/11/2023 23:43,25.01
26/11/2023 23:43,25.08
26/11/2023 23:43,26.11
26/11/2023 23:43,24.96
26/11/2023 23:43,25.08
26/11/2023 23:43,25.05
26/11/2023 23:43,25.05
26/11/2023 23:43,25.08
26/11/2023 23:43,25.06
26/11/2023 23:43,25.10
26/11/2023 23:43,25.11
26/11/2023 23:43,25.63
26/11/2023 23:43,25.05
26/11/2023 23:43,25.00
26/11/2023 23:43,25.08
26/11/2023 23:43,25.51
26/11/2023 23:43,25.10
26/11/2023 23:43,25.05
26/11/2023 23:43,25.05
26/11/2023 23:43,25.13
26/11/2023 23:43,25.15
26/11/2023 23:43,25.10
26/11/2023 23:43,25.11
26/11/2023 23:43,25.06
26/11/2023 23:43,25.10
26/11/2023 23:43,26.33
26/11/2023 23:43,25.16
26/11/2023 23:43,25.08
26/11/2023 23:43,25.13
26/11/2023 23:43,25.16
26/11/2023 23:43,25.08
26/11/2023 23:43,26.50
26/11/2023 23:43,25.08
26/11/2023 23:43,24.98
26/11/2023 23:43,25.10
26/11/2023 23:43,25.06
26/11/2023 23:43,26.50
26/11/2023 23:43,25.08
26/11/2023 23:43,25.03
26/11/2023 23:43,25.08
26/11/2023 23:43,25.03
26/11/2023 23:43,26.86
26/11/2023 23:44,25.06

26/11/2023 23:44,25.11
26/11/2023 23:44,24.98
26/11/2023 23:44,25.10
26/11/2023 23:44,25.08
26/11/2023 23:44,25.05
26/11/2023 23:44,25.10
26/11/2023 23:44,25.10
26/11/2023 23:44,26.21
26/11/2023 23:44,25.13
26/11/2023 23:44,25.11
26/11/2023 23:44,25.06
26/11/2023 23:44,25.10
26/11/2023 23:44,25.03
26/11/2023 23:44,25.16
26/11/2023 23:44,25.10
26/11/2023 23:44,25.03
26/11/2023 23:44,25.06
26/11/2023 23:44,26.50
26/11/2023 23:44,25.16
26/11/2023 23:44,25.08
26/11/2023 23:44,25.08
26/11/2023 23:44,25.08
26/11/2023 23:44,25.80
26/11/2023 23:44,25.08
26/11/2023 23:44,25.03
26/11/2023 23:44,25.05
26/11/2023 23:44,25.05
26/11/2023 23:44,25.10
26/11/2023 23:44,25.06
26/11/2023 23:44,25.03
26/11/2023 23:44,25.03
26/11/2023 23:44,25.03
26/11/2023 23:44,25.05
26/11/2023 23:44,25.03
26/11/2023 23:44,25.11

26/11/2023 23:45,25.80
26/11/2023 23:45,25.06
26/11/2023 23:45,25.10
26/11/2023 23:45,25.10
26/11/2023 23:45,25.06
26/11/2023 23:45,25.15
26/11/2023 23:45,25.10
26/11/2023 23:45,25.08
26/11/2023 23:45,25.06
26/11/2023 23:45,25.10
26/11/2023 23:45,25.01
26/11/2023 23:45,25.10
26/11/2023 23:45,25.03
26/11/2023 23:45,25.05
26/11/2023 23:45,25.11
26/11/2023 23:45,25.03
26/11/2023 23:45,25.13
26/11/2023 23:45,25.11
26/11/2023 23:45,25.08
26/11/2023 23:45,25.08
26/11/2023 23:45,25.03
26/11/2023 23:45,25.10
26/11/2023 23:45,25.08
26/11/2023 23:45,25.05
26/11/2023 23:45,25.06
26/11/2023 23:45,25.01
26/11/2023 23:45,25.08
26/11/2023 23:45,25.01
26/11/2023 23:45,25.16
26/11/2023 23:45,25.00
26/11/2023 23:45,25.10
26/11/2023 23:45,25.06
26/11/2023 23:45,25.08
26/11/2023 23:45,25.10
26/11/2023 23:45,26.66
26/11/2023 23:45,25.06
26/11/2023 23:45,25.08
26/11/2023 23:45,25.13
26/11/2023 23:45,25.13
26/11/2023 23:45,25.01
26/11/2023 23:45,25.13
